ID_Produit,Nom_Produit,Catégorie,Sous-catégorie,Prix,Date_Lancement,Date_Fin_Production,Nombre_Revendeurs,Nombre_Pays_Distribution,Nombre_Publicités,Gamme,Certification
P1005,Galaxy Tab S7,Électronique,Tablette,649,2020-03-30,2022-07-20,66,24,60,Économique,None
P1006,Galaxy Watch 3,Électronique,Montre,399,2020-08-04,,114,11,28,Premium,None
P1007,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-07-30,2022-06-14,68,20,38,Économique,RoHS
P1008,Galaxy A52,Électronique,Smartphone,499,2020-12-26,,308,33,14,Premium,CE
P1009,Portable SSD T7,Électronique,Stockage,189,2020-07-14,2022-12-12,325,33,70,Économique,None
P1010,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-22,,201,32,86,Économique,FCC
P1011,Galaxy S21,Électronique,Smartphone,999,2020-02-06,2022-02-01,75,24,12,Premium,None
P1012,Galaxy Note 20,Électronique,Smartphone,1099,2020-10-18,,310,32,76,Premium,None
P1013,QLED 8K TV,Électronique,Télévision,2999,2020-12-09,2022-07-06,323,37,25,Premium,RoHS
P1014,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-03,,408,44,85,Premium,None
P1015,Galaxy Tab S7,Électronique,Tablette,649,2020-11-05,2022-05-03,392,1,91,Premium,None
P1016,Galaxy Watch 3,Électronique,Montre,399,2020-08-27,,393,19,79,Économique,None
P1017,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-14,2022-07-04,97,23,67,Premium,CE
P1018,Galaxy A52,Électronique,Smartphone,499,2020-01-01,,481,16,36,Économique,RoHS
P1019,Portable SSD T7,Électronique,Stockage,189,2020-07-01,2022-07-16,347,18,33,Premium,None
P1020,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-29,,212,42,92,Premium,FCC
P1021,Galaxy S21,Électronique,Smartphone,999,2020-03-31,2022-10-11,114,7,16,Économique,CE
P1022,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-10,,68,13,17,Premium,RoHS
P1023,QLED 8K TV,Électronique,Télévision,2999,2020-07-20,2022-09-18,102,45,16,Premium,RoHS
P1024,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-05-03,,384,9,60,Économique,FCC
P1025,Galaxy Tab S7,Électronique,Tablette,649,2020-05-20,2022-01-09,90,11,12,Économique,CE
P1026,Galaxy Watch 3,Électronique,Montre,399,2020-01-28,,148,11,65,Premium,RoHS
P1027,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-02-27,2022-05-12,355,28,19,Économique,CE
P1028,Galaxy A52,Électronique,Smartphone,499,2020-11-11,,294,35,39,Premium,None
P1029,Portable SSD T7,Électronique,Stockage,189,2020-11-01,2022-06-09,310,39,99,Premium,CE
P1030,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-22,,116,42,37,Économique,FCC
P1031,Galaxy S21,Électronique,Smartphone,999,2020-01-20,2022-02-13,313,11,83,Économique,FCC
P1032,Galaxy Note 20,Électronique,Smartphone,1099,2020-06-19,,434,14,22,Premium,RoHS
P1033,QLED 8K TV,Électronique,Télévision,2999,2020-05-09,2022-06-13,494,17,48,Économique,CE
P1034,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-02-29,,401,35,34,Premium,RoHS
P1035,Galaxy Tab S7,Électronique,Tablette,649,2020-12-08,2022-03-25,373,28,56,Économique,RoHS
P1036,Galaxy Watch 3,Électronique,Montre,399,2020-11-01,,408,10,45,Économique,None
P1037,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-02-20,2022-05-14,475,29,95,Économique,CE
P1038,Galaxy A52,Électronique,Smartphone,499,2020-08-31,,199,30,88,Premium,CE
P1039,Portable SSD T7,Électronique,Stockage,189,2020-12-03,2022-05-01,330,31,65,Économique,RoHS
P1040,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-20,,442,25,52,Premium,CE
P1041,Galaxy S21,Électronique,Smartphone,999,2020-11-30,2022-09-24,389,10,56,Économique,FCC
P1042,Galaxy Note 20,Électronique,Smartphone,1099,2020-01-19,,116,2,89,Premium,CE
P1043,QLED 8K TV,Électronique,Télévision,2999,2020-01-16,2022-06-26,244,9,24,Économique,FCC
P1044,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-06-18,,268,16,15,Économique,None
P1045,Galaxy Tab S7,Électronique,Tablette,649,2020-08-10,2022-12-21,476,6,14,Premium,None
P1046,Galaxy Watch 3,Électronique,Montre,399,2020-12-08,,118,14,50,Premium,FCC
P1047,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-04-15,2022-01-22,329,13,72,Premium,RoHS
P1048,Galaxy A52,Électronique,Smartphone,499,2020-02-12,,150,16,54,Premium,FCC
P1049,Portable SSD T7,Électronique,Stockage,189,2020-03-14,2022-03-28,409,50,30,Économique,RoHS
P1050,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-18,,312,16,18,Premium,FCC
P1051,Galaxy S21,Électronique,Smartphone,999,2020-09-04,2022-08-04,130,35,76,Premium,RoHS
P1052,Galaxy Note 20,Électronique,Smartphone,1099,2020-03-19,,452,37,66,Économique,CE
P1053,QLED 8K TV,Électronique,Télévision,2999,2020-05-16,2022-02-15,498,48,58,Premium,RoHS
P1054,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-03-28,,68,34,14,Premium,None
P1055,Galaxy Tab S7,Électronique,Tablette,649,2020-07-04,2022-01-17,274,4,46,Économique,CE
P1056,Galaxy Watch 3,Électronique,Montre,399,2020-02-19,,84,1,17,Premium,None
P1057,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-09,2022-03-19,255,14,86,Économique,None
P1058,Galaxy A52,Électronique,Smartphone,499,2020-10-27,,161,23,79,Premium,CE
P1059,Portable SSD T7,Électronique,Stockage,189,2020-12-15,2022-02-16,256,10,95,Économique,FCC
P1060,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-12-29,,332,24,50,Premium,RoHS
P1061,Galaxy S21,Électronique,Smartphone,999,2020-11-17,2022-07-12,360,8,45,Économique,None
P1062,Galaxy Note 20,Électronique,Smartphone,1099,2020-02-06,,353,33,42,Premium,RoHS
P1063,QLED 8K TV,Électronique,Télévision,2999,2020-03-12,2022-07-13,109,17,90,Premium,RoHS
P1064,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-09-05,,146,49,30,Économique,None
P1065,Galaxy Tab S7,Électronique,Tablette,649,2020-07-24,2022-11-05,151,13,12,Économique,RoHS
P1066,Galaxy Watch 3,Électronique,Montre,399,2020-11-03,,89,23,40,Économique,FCC
P1067,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-04-14,2022-02-22,71,5,72,Économique,CE
P1068,Galaxy A52,Électronique,Smartphone,499,2020-06-05,,134,37,36,Premium,RoHS
P1069,Portable SSD T7,Électronique,Stockage,189,2020-10-07,2022-03-24,453,32,53,Économique,RoHS
P1070,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-03-29,,118,35,19,Économique,CE
P1071,Galaxy S21,Électronique,Smartphone,999,2020-05-25,2022-02-18,387,34,67,Économique,None
P1072,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-23,,460,1,18,Économique,RoHS
P1073,QLED 8K TV,Électronique,Télévision,2999,2020-03-08,2022-07-15,155,41,100,Économique,RoHS
P1074,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-05-09,,285,9,31,Économique,CE
P1075,Galaxy Tab S7,Électronique,Tablette,649,2020-06-05,2022-06-13,240,29,33,Premium,None
P1076,Galaxy Watch 3,Électronique,Montre,399,2020-12-04,,436,25,59,Premium,FCC
P1077,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-07-02,2022-01-18,175,30,75,Premium,FCC
P1078,Galaxy A52,Électronique,Smartphone,499,2020-01-23,,148,25,69,Premium,RoHS
P1079,Portable SSD T7,Électronique,Stockage,189,2020-08-18,2022-10-03,380,19,47,Économique,None
P1080,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-06-30,,195,24,79,Économique,FCC
P1081,Galaxy S21,Électronique,Smartphone,999,2020-11-19,2022-10-22,272,38,42,Économique,CE
P1082,Galaxy Note 20,Électronique,Smartphone,1099,2020-06-10,,341,41,13,Premium,RoHS
P1083,QLED 8K TV,Électronique,Télévision,2999,2020-02-05,2022-01-12,465,17,28,Économique,FCC
P1084,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-11-28,,123,34,38,Économique,None
P1085,Galaxy Tab S7,Électronique,Tablette,649,2020-06-16,2022-07-27,365,12,68,Premium,FCC
P1086,Galaxy Watch 3,Électronique,Montre,399,2020-09-26,,275,9,76,Premium,FCC
P1087,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-12-15,2022-11-22,280,47,46,Économique,FCC
P1088,Galaxy A52,Électronique,Smartphone,499,2020-04-11,,372,33,78,Économique,CE
P1089,Portable SSD T7,Électronique,Stockage,189,2020-01-11,2022-08-17,144,47,49,Économique,FCC
P1090,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-02-20,,322,1,23,Économique,CE
P1091,Galaxy S21,Électronique,Smartphone,999,2020-02-16,2022-07-24,479,22,28,Premium,FCC
P1092,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-09,,492,19,27,Économique,CE
P1093,QLED 8K TV,Électronique,Télévision,2999,2020-07-22,2022-02-20,144,6,37,Économique,None
P1094,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-02-04,,330,28,79,Premium,None
P1095,Galaxy Tab S7,Électronique,Tablette,649,2020-08-11,2022-11-30,437,12,37,Premium,FCC
P1096,Galaxy Watch 3,Électronique,Montre,399,2020-04-09,,275,29,42,Premium,None
P1097,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-12-09,2022-03-31,355,4,34,Premium,None
P1098,Galaxy A52,Électronique,Smartphone,499,2020-01-31,,352,21,32,Premium,CE
P1099,Portable SSD T7,Électronique,Stockage,189,2020-12-08,2022-11-12,495,6,12,Premium,RoHS
P1100,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-06-30,,210,32,66,Premium,RoHS
P1101,Galaxy S21,Électronique,Smartphone,999,2020-09-26,2022-07-09,363,9,77,Économique,None
P1102,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-11,,359,20,62,Premium,CE
P1103,QLED 8K TV,Électronique,Télévision,2999,2020-02-08,2022-01-13,84,25,40,Premium,CE
P1104,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-04-21,,250,16,10,Économique,FCC
P1105,Galaxy Tab S7,Électronique,Tablette,649,2020-08-08,2022-06-25,199,18,92,Économique,CE
P1106,Galaxy Watch 3,Électronique,Montre,399,2020-03-17,,283,29,52,Premium,CE
P1107,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-10-12,2022-12-13,206,5,45,Économique,None
P1108,Galaxy A52,Électronique,Smartphone,499,2020-01-11,,134,49,88,Économique,None
P1109,Portable SSD T7,Électronique,Stockage,189,2020-06-12,2022-05-12,68,22,47,Économique,None
P1110,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-08-04,,329,31,72,Économique,RoHS
P1111,Galaxy S21,Électronique,Smartphone,999,2020-01-10,2022-03-26,355,31,20,Premium,RoHS
P1112,Galaxy Note 20,Électronique,Smartphone,1099,2020-11-04,,367,44,13,Premium,RoHS
P1113,QLED 8K TV,Électronique,Télévision,2999,2020-06-28,2022-12-30,53,1,23,Premium,RoHS
P1114,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-09-26,,267,43,59,Premium,CE
P1115,Galaxy Tab S7,Électronique,Tablette,649,2020-01-05,2022-03-16,419,46,70,Économique,CE
P1116,Galaxy Watch 3,Électronique,Montre,399,2020-05-31,,213,31,82,Économique,CE
P1117,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-05-07,2022-12-26,179,26,84,Premium,RoHS
P1118,Galaxy A52,Électronique,Smartphone,499,2020-01-15,,358,49,56,Premium,RoHS
P1119,Portable SSD T7,Électronique,Stockage,189,2020-07-04,2022-10-04,279,10,52,Économique,CE
P1120,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-02-29,,80,46,35,Économique,RoHS
P1121,Galaxy S21,Électronique,Smartphone,999,2020-11-21,2022-03-17,205,35,13,Économique,None
P1122,Galaxy Note 20,Électronique,Smartphone,1099,2020-12-04,,167,21,64,Économique,RoHS
P1123,QLED 8K TV,Électronique,Télévision,2999,2020-01-11,2022-10-11,54,26,48,Premium,RoHS
P1124,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-10-26,,282,15,46,Premium,FCC
P1125,Galaxy Tab S7,Électronique,Tablette,649,2020-04-19,2022-07-25,374,29,80,Premium,CE
P1126,Galaxy Watch 3,Électronique,Montre,399,2020-01-31,,325,19,40,Premium,RoHS
P1127,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-08-01,2022-12-11,378,34,53,Économique,CE
P1128,Galaxy A52,Électronique,Smartphone,499,2020-06-20,,128,37,86,Premium,FCC
P1129,Portable SSD T7,Électronique,Stockage,189,2020-09-04,2022-09-04,411,18,66,Premium,FCC
P1130,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-03-11,,188,48,73,Économique,None
P1131,Galaxy S21,Électronique,Smartphone,999,2020-08-18,2022-03-22,437,15,63,Premium,FCC
P1132,Galaxy Note 20,Électronique,Smartphone,1099,2020-01-24,,410,8,80,Économique,CE
P1133,QLED 8K TV,Électronique,Télévision,2999,2020-12-17,2022-01-09,226,6,66,Économique,FCC
P1134,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-12-02,,151,13,40,Premium,RoHS
P1135,Galaxy Tab S7,Électronique,Tablette,649,2020-12-10,2022-10-07,123,39,55,Premium,None
P1136,Galaxy Watch 3,Électronique,Montre,399,2020-10-06,,296,33,24,Premium,CE
P1137,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-04,2022-07-04,129,12,87,Économique,None
P1138,Galaxy A52,Électronique,Smartphone,499,2020-08-24,,472,6,51,Premium,None
P1139,Portable SSD T7,Électronique,Stockage,189,2020-06-03,2022-11-12,215,37,35,Premium,None
P1140,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-02-08,,496,27,59,Premium,CE
P1141,Galaxy S21,Électronique,Smartphone,999,2020-02-20,2022-01-02,402,11,27,Économique,CE
P1142,Galaxy Note 20,Électronique,Smartphone,1099,2020-01-10,,131,3,33,Premium,FCC
P1143,QLED 8K TV,Électronique,Télévision,2999,2020-10-17,2022-03-07,137,29,14,Premium,RoHS
P1144,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-08-30,,460,1,55,Premium,None
P1145,Galaxy Tab S7,Électronique,Tablette,649,2020-03-23,2022-10-13,384,48,66,Économique,RoHS
P1146,Galaxy Watch 3,Électronique,Montre,399,2020-05-21,,450,17,33,Premium,FCC
P1147,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-03-12,2022-11-17,165,20,13,Économique,RoHS
P1148,Galaxy A52,Électronique,Smartphone,499,2020-02-10,,218,25,56,Économique,FCC
P1149,Portable SSD T7,Électronique,Stockage,189,2020-05-07,2022-01-13,481,38,81,Premium,CE
P1150,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-08-26,,84,3,47,Économique,CE
P1151,Galaxy S21,Électronique,Smartphone,999,2020-12-02,2022-10-11,411,25,79,Économique,RoHS
P1152,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-26,,449,38,64,Économique,CE
P1153,QLED 8K TV,Électronique,Télévision,2999,2020-04-24,2022-11-05,275,24,17,Premium,FCC
P1154,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-24,,64,1,12,Économique,RoHS
P1155,Galaxy Tab S7,Électronique,Tablette,649,2020-11-18,2022-11-12,220,4,29,Premium,CE
P1156,Galaxy Watch 3,Électronique,Montre,399,2020-10-28,,451,21,85,Économique,None
P1157,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-08-02,2022-12-19,151,39,15,Économique,None
P1158,Galaxy A52,Électronique,Smartphone,499,2020-11-30,,384,3,29,Économique,None
P1159,Portable SSD T7,Électronique,Stockage,189,2020-06-11,2022-08-05,453,4,33,Premium,CE
P1160,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-12-20,,430,3,61,Premium,CE
P1161,Galaxy S21,Électronique,Smartphone,999,2020-03-28,2022-11-17,175,41,35,Premium,CE
P1162,Galaxy Note 20,Électronique,Smartphone,1099,2020-01-06,,87,22,66,Premium,RoHS
P1163,QLED 8K TV,Électronique,Télévision,2999,2020-06-12,2022-09-20,103,20,90,Économique,CE
P1164,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-05-24,,334,9,43,Premium,None
P1165,Galaxy Tab S7,Électronique,Tablette,649,2020-06-02,2022-10-21,400,28,31,Économique,FCC
P1166,Galaxy Watch 3,Électronique,Montre,399,2020-10-07,,110,32,42,Premium,None
P1167,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-04-30,2022-09-26,485,16,100,Premium,None
P1168,Galaxy A52,Électronique,Smartphone,499,2020-07-26,,492,50,63,Premium,CE
P1169,Portable SSD T7,Électronique,Stockage,189,2020-04-13,2022-09-25,200,25,31,Économique,CE
P1170,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-10-26,,270,25,48,Premium,CE
P1171,Galaxy S21,Électronique,Smartphone,999,2020-01-22,2022-12-22,272,15,82,Premium,None
P1172,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-08,,448,33,82,Économique,FCC
P1173,QLED 8K TV,Électronique,Télévision,2999,2020-08-04,2022-09-09,128,33,52,Premium,FCC
P1174,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-20,,333,15,61,Premium,None
P1175,Galaxy Tab S7,Électronique,Tablette,649,2020-05-07,2022-05-24,240,19,74,Premium,None
P1176,Galaxy Watch 3,Électronique,Montre,399,2020-07-08,,324,28,77,Économique,None
P1177,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-01,2022-05-18,497,15,94,Premium,None
P1178,Galaxy A52,Électronique,Smartphone,499,2020-04-09,,394,22,32,Premium,None
P1179,Portable SSD T7,Électronique,Stockage,189,2020-12-26,2022-09-05,494,41,58,Économique,None
P1180,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-04-11,,348,28,95,Premium,None
P1181,Galaxy S21,Électronique,Smartphone,999,2020-04-23,2022-05-29,167,16,41,Économique,None
P1182,Galaxy Note 20,Électronique,Smartphone,1099,2020-08-18,,204,27,63,Économique,CE
P1183,QLED 8K TV,Électronique,Télévision,2999,2020-04-08,2022-10-28,360,45,83,Premium,CE
P1184,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-05-19,,197,31,95,Économique,RoHS
P1185,Galaxy Tab S7,Électronique,Tablette,649,2020-12-23,2022-07-08,401,39,97,Économique,FCC
P1186,Galaxy Watch 3,Électronique,Montre,399,2020-09-26,,468,33,70,Premium,CE
P1187,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-11-07,2022-04-10,306,33,45,Économique,None
P1188,Galaxy A52,Électronique,Smartphone,499,2020-05-14,,274,22,41,Premium,FCC
P1189,Portable SSD T7,Électronique,Stockage,189,2020-01-10,2022-10-13,365,7,18,Économique,CE
P1190,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-06-19,,255,32,31,Économique,CE
P1191,Galaxy S21,Électronique,Smartphone,999,2020-11-02,2022-05-11,394,20,45,Premium,FCC
P1192,Galaxy Note 20,Électronique,Smartphone,1099,2020-11-16,,289,30,97,Économique,FCC
P1193,QLED 8K TV,Électronique,Télévision,2999,2020-01-08,2022-01-21,330,23,44,Premium,FCC
P1194,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-03-16,,369,42,21,Premium,FCC
P1195,Galaxy Tab S7,Électronique,Tablette,649,2020-09-23,2022-10-06,421,41,89,Économique,FCC
P1196,Galaxy Watch 3,Électronique,Montre,399,2020-03-01,,498,6,34,Premium,FCC
P1197,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-04,2022-12-29,402,42,81,Économique,FCC
P1198,Galaxy A52,Électronique,Smartphone,499,2020-09-27,,453,40,40,Premium,RoHS
P1199,Portable SSD T7,Électronique,Stockage,189,2020-02-11,2022-06-30,55,12,33,Premium,RoHS
P1200,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-01-27,,380,17,94,Premium,CE
P1201,Galaxy S21,Électronique,Smartphone,999,2020-08-21,2022-03-05,461,44,27,Premium,FCC
P1202,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-14,,66,23,15,Premium,FCC
P1203,QLED 8K TV,Électronique,Télévision,2999,2020-08-26,2022-08-12,193,11,98,Premium,RoHS
P1204,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-04-03,,357,9,67,Premium,RoHS
P1205,Galaxy Tab S7,Électronique,Tablette,649,2020-04-29,2022-01-31,168,47,92,Premium,RoHS
P1206,Galaxy Watch 3,Électronique,Montre,399,2020-09-15,,271,46,23,Premium,CE
P1207,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-02-03,2022-05-15,376,41,22,Premium,FCC
P1208,Galaxy A52,Électronique,Smartphone,499,2020-07-01,,392,44,73,Économique,FCC
P1209,Portable SSD T7,Électronique,Stockage,189,2020-06-13,2022-10-18,197,19,36,Économique,FCC
P1210,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-10-10,,103,39,87,Premium,CE
P1211,Galaxy S21,Électronique,Smartphone,999,2020-04-23,2022-02-15,368,5,72,Premium,RoHS
P1212,Galaxy Note 20,Électronique,Smartphone,1099,2020-05-15,,288,42,10,Économique,None
P1213,QLED 8K TV,Électronique,Télévision,2999,2020-08-30,2022-04-20,233,32,95,Premium,FCC
P1214,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-03-14,,240,3,54,Premium,CE
P1215,Galaxy Tab S7,Électronique,Tablette,649,2020-05-27,2022-04-27,401,14,96,Économique,RoHS
P1216,Galaxy Watch 3,Électronique,Montre,399,2020-04-03,,466,19,54,Premium,RoHS
P1217,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-09-07,2022-04-27,221,26,19,Économique,FCC
P1218,Galaxy A52,Électronique,Smartphone,499,2020-09-18,,412,12,91,Économique,FCC
P1219,Portable SSD T7,Électronique,Stockage,189,2020-03-29,2022-03-25,246,21,80,Économique,FCC
P1220,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-07-26,,170,10,79,Premium,None
P1221,Galaxy S21,Électronique,Smartphone,999,2020-06-27,2022-06-21,117,10,21,Économique,None
P1222,Galaxy Note 20,Électronique,Smartphone,1099,2020-07-28,,53,43,28,Économique,CE
P1223,QLED 8K TV,Électronique,Télévision,2999,2020-02-06,2022-01-03,389,29,33,Premium,RoHS
P1224,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-28,,386,31,56,Économique,RoHS
P1225,Galaxy Tab S7,Électronique,Tablette,649,2020-09-22,2022-07-24,316,38,52,Premium,FCC
P1226,Galaxy Watch 3,Électronique,Montre,399,2020-06-11,,270,2,50,Économique,FCC
P1227,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-06-02,2022-07-01,209,13,76,Économique,CE
P1228,Galaxy A52,Électronique,Smartphone,499,2020-11-29,,405,30,16,Économique,RoHS
P1229,Portable SSD T7,Électronique,Stockage,189,2020-07-02,2022-04-28,135,20,49,Économique,FCC
P1230,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-08-16,,462,50,71,Économique,FCC
P1231,Galaxy S21,Électronique,Smartphone,999,2020-09-17,2022-11-18,475,4,91,Économique,CE
P1232,Galaxy Note 20,Électronique,Smartphone,1099,2020-06-23,,256,29,12,Économique,CE
P1233,QLED 8K TV,Électronique,Télévision,2999,2020-05-15,2022-05-14,142,13,32,Économique,None
P1234,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-07-14,,163,43,59,Économique,RoHS
P1235,Galaxy Tab S7,Électronique,Tablette,649,2020-04-12,2022-02-15,439,16,80,Premium,RoHS
P1236,Galaxy Watch 3,Électronique,Montre,399,2020-05-26,,206,17,24,Premium,RoHS
P1237,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-01-05,2022-01-27,345,17,10,Économique,CE
P1238,Galaxy A52,Électronique,Smartphone,499,2020-03-17,,201,44,39,Économique,None
P1239,Portable SSD T7,Électronique,Stockage,189,2020-08-20,2022-11-05,367,12,93,Premium,CE
P1240,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-05-06,,406,11,31,Premium,FCC
P1241,Galaxy S21,Électronique,Smartphone,999,2020-03-26,2022-01-20,104,36,70,Économique,RoHS
P1242,Galaxy Note 20,Électronique,Smartphone,1099,2020-09-07,,305,21,51,Économique,None
P1243,QLED 8K TV,Électronique,Télévision,2999,2020-02-10,2022-11-23,326,35,48,Économique,FCC
P1244,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-09-26,,87,45,48,Économique,RoHS
P1245,Galaxy Tab S7,Électronique,Tablette,649,2020-01-19,2022-02-25,377,8,61,Économique,CE
P1246,Galaxy Watch 3,Électronique,Montre,399,2020-10-17,,316,30,18,Économique,RoHS
P1247,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-02-13,2022-03-14,449,27,39,Premium,RoHS
P1248,Galaxy A52,Électronique,Smartphone,499,2020-11-02,,260,21,34,Économique,None
P1249,Portable SSD T7,Électronique,Stockage,189,2020-01-08,2022-12-29,478,24,75,Économique,None
P1250,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-06-26,,298,36,96,Premium,CE
P1251,Galaxy S21,Électronique,Smartphone,999,2020-12-14,2022-12-30,136,42,97,Économique,None
P1252,Galaxy Note 20,Électronique,Smartphone,1099,2020-03-13,,362,50,27,Premium,None
P1253,QLED 8K TV,Électronique,Télévision,2999,2020-07-13,2022-09-28,123,1,39,Économique,RoHS
P1254,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-12-21,,207,1,33,Économique,CE
P1255,Galaxy Tab S7,Électronique,Tablette,649,2020-02-02,2022-10-07,373,27,91,Premium,None
P1256,Galaxy Watch 3,Électronique,Montre,399,2020-02-26,,234,15,68,Économique,FCC
P1257,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-07-14,2022-10-06,455,13,69,Premium,CE
P1258,Galaxy A52,Électronique,Smartphone,499,2020-05-10,,374,23,22,Premium,RoHS
P1259,Portable SSD T7,Électronique,Stockage,189,2020-08-04,2022-05-30,294,11,19,Premium,CE
P1260,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-09-24,,470,41,37,Premium,None
P1261,Galaxy S21,Électronique,Smartphone,999,2020-08-03,2022-01-06,145,35,15,Premium,RoHS
P1262,Galaxy Note 20,Électronique,Smartphone,1099,2020-05-25,,372,43,55,Économique,CE
P1263,QLED 8K TV,Électronique,Télévision,2999,2020-07-27,2022-04-29,483,12,64,Économique,None
P1264,Galaxy Buds Pro,Électronique,Écouteurs,199,2020-01-25,,315,19,61,Économique,FCC
P1265,Galaxy Tab S7,Électronique,Tablette,649,2020-03-21,2022-07-17,259,49,74,Économique,FCC
P1266,Galaxy Watch 3,Électronique,Montre,399,2020-05-09,,92,43,46,Économique,FCC
P1267,Family Hub Refrigerator,Électronique,Réfrigérateur,2199,2020-11-18,2022-08-18,497,7,37,Économique,None
P1268,Galaxy A52,Électronique,Smartphone,499,2020-06-10,,229,41,60,Premium,CE
P1269,Portable SSD T7,Électronique,Stockage,189,2020-04-20,2022-03-03,266,10,70,Premium,FCC
P1270,Galaxy Z Fold 2,Électronique,Smartphone,1999,2020-11-02,,286,33,69,Premium,FCC
