ID_Vente,ID_Produit,Quantité_Vendue,Date_Vente,ID_Client,Montant_Total,Délai_Livraison_Jours,Score_Satisfaction,Méthode_Expédition,Canal_Achat,Pays_Vente
V0612,P1854,4,2021-04-29,C333,796,15,3.821628467848469,Standard,Revendeur,France
V0613,P1974,1,2021-12-06,C345,199,22,3.8437492133948536,Standard,Magasin,France
V0614,P284,5,2021-02-09,C305,995,18,2.981983087509907,Standard,Magasin,USA
V0615,P922,1,2021-06-26,C390,1099,6,4.271655517594715,Express,En ligne,Corée
V0616,P891,3,2021-02-07,C142,2997,20,3.9765320845116836,Express,Revendeur,Corée
V0617,P250,3,2021-02-05,C324,5997,18,1.4784289942231204,Standard,Revendeur,Chine
V0618,P1137,1,2021-05-29,C132,2199,20,4.525030472692007,Standard,Revendeur,Chine
V0619,P978,5,2021-09-06,C522,2495,18,1.399703896781007,Standard,Revendeur,Corée
V0620,P317,4,2021-05-31,C170,8796,1,4.2836064406489776,Standard,Revendeur,France
V0621,P1169,2,2021-09-07,C576,378,9,2.189996026106495,Express,Revendeur,Corée
V0622,P978,5,2021-05-30,C408,2495,16,4.201920569547962,Standard,Magasin,Chine
V0623,P146,3,2021-04-04,C805,1197,4,2.5300251675604923,Standard,Magasin,Corée
V0624,P1810,3,2021-07-07,C916,5997,9,4.343841545849617,Express,Magasin,Allemagne
V0625,P950,3,2021-07-15,C530,5997,19,4.22030537245938,Express,En ligne,USA
V0626,P1104,1,2021-09-15,C746,199,30,1.3282655898233626,Express,En ligne,Chine
V0627,P808,5,2021-06-11,C505,2495,12,3.663637768532258,Standard,Magasin,France
V0628,P654,2,2021-03-08,C855,398,18,2.8692203806526733,Express,Revendeur,Chine
V0629,P951,5,2021-10-16,C318,4995,24,3.997397439202663,Express,Magasin,Chine
V0630,P589,2,2021-09-23,C948,378,14,2.0539335195382136,Standard,Revendeur,France
V0631,P928,3,2021-09-19,C682,1497,23,1.2707914879650577,Express,En ligne,Corée
V0632,P1606,2,2021-05-04,C746,798,2,4.255131371037134,Standard,Magasin,Corée
V0633,P1928,3,2021-04-07,C363,1497,15,4.903570308975519,Express,Revendeur,Corée
V0634,P1608,1,2021-01-29,C219,499,24,4.640476596196306,Express,Magasin,Allemagne
V0635,P733,5,2021-03-11,C373,14995,14,1.4052247606250927,Standard,Revendeur,France
V0636,P377,1,2021-05-20,C229,2199,11,3.4218480602054884,Express,Magasin,Allemagne
V0637,P823,1,2021-10-02,C167,2999,3,3.28851702907631,Standard,Magasin,Chine
V0638,P1365,1,2021-02-26,C896,649,2,4.285758996540562,Standard,Magasin,Corée
V0639,P1583,2,2021-12-18,C343,5998,5,1.043683091623317,Standard,Magasin,Allemagne
V0640,P1529,5,2021-06-13,C305,945,29,1.4447514259230352,Standard,Revendeur,France
V0641,P1602,3,2021-04-01,C877,3297,13,2.820391408336984,Standard,En ligne,USA
V0642,P792,2,2021-03-21,C418,2198,8,3.5115787802066776,Express,Magasin,Chine
V0643,P438,3,2021-01-19,C608,1497,21,3.895617604955917,Standard,Revendeur,Chine
V0644,P079,4,2021-04-12,C994,756,5,4.716975686932731,Express,Revendeur,USA
V0645,P525,4,2021-01-03,C116,2596,29,1.967104897538409,Standard,En ligne,USA
V0646,P1745,1,2021-06-20,C182,649,25,3.1368573915512825,Express,Magasin,Allemagne
V0647,P1252,3,2021-09-06,C339,3297,25,4.179198965022486,Standard,En ligne,France
V0648,P929,4,2021-04-02,C527,756,14,1.0264622268599464,Standard,Revendeur,France
V0649,P426,2,2021-03-26,C819,798,5,2.1456398090049595,Standard,Revendeur,France
V0650,P092,1,2021-10-09,C315,1099,2,4.0541699742674115,Standard,En ligne,USA
V0651,P471,3,2021-04-01,C868,2997,12,4.642900040744271,Express,En ligne,USA
V0652,P721,1,2021-09-21,C983,999,1,3.268845488751669,Standard,Magasin,France
V0653,P1886,2,2021-09-04,C681,798,27,4.1496763921901465,Standard,Magasin,France
V0654,P828,4,2021-09-16,C575,1996,10,4.3930860716639835,Standard,Magasin,Chine
V0655,P487,3,2021-05-11,C339,6597,26,2.0197575607497913,Standard,Magasin,Allemagne
V0656,P680,2,2021-05-05,C438,3998,26,1.765386726358475,Standard,En ligne,Allemagne
V0657,P745,4,2021-07-31,C428,2596,28,2.9016412457360006,Express,Magasin,France
V0658,P494,4,2021-05-01,C761,796,21,2.6742844750296375,Express,En ligne,Corée
V0659,P1351,5,2021-12-25,C273,4995,13,3.156599009578614,Express,Magasin,Chine
V0660,P524,4,2021-07-15,C475,796,28,2.705565539627665,Standard,Magasin,USA
V0661,P1365,2,2021-05-05,C348,1298,5,3.704618260741803,Standard,En ligne,Corée
V0662,P263,1,2021-08-25,C481,2999,26,4.680403504910597,Express,Magasin,USA
V0663,P1830,2,2021-07-30,C719,3998,3,2.3502840149656046,Express,En ligne,Chine
V0664,P663,4,2021-09-12,C199,11996,29,4.743924877284888,Standard,Revendeur,USA
V0665,P511,5,2021-08-14,C614,4995,23,3.768360002921122,Express,En ligne,Allemagne
V0666,P1915,3,2021-10-06,C389,1947,3,3.188826578905979,Express,Revendeur,Chine
V0667,P1750,4,2021-08-08,C936,7996,7,4.528358207165326,Standard,En ligne,Allemagne
V0668,P284,1,2021-06-05,C532,199,21,1.8110827921567076,Standard,Magasin,Corée
V0669,P1800,5,2021-06-08,C600,9995,13,4.452641263905712,Express,Magasin,Allemagne
V0670,P643,4,2021-06-19,C114,11996,24,4.5725459763416705,Standard,Magasin,Allemagne
V0671,P764,1,2021-08-22,C375,199,30,2.2753700045465344,Express,Magasin,Corée
V0672,P246,4,2021-07-10,C893,1596,7,1.091778372283056,Standard,Magasin,Allemagne
V0673,P267,3,2021-08-20,C469,6597,30,1.4013191526432585,Standard,Magasin,Chine
V0674,P602,3,2021-11-26,C989,3297,20,2.5192940238675607,Standard,Magasin,Allemagne
V0675,P1184,5,2021-09-25,C615,995,28,4.7300976953959015,Express,En ligne,Corée
V0676,P318,4,2021-01-04,C662,1996,14,4.767191550602992,Standard,En ligne,Chine
V0677,P282,3,2021-12-16,C722,3297,28,4.509222219211646,Standard,En ligne,USA
V0678,P1903,5,2021-05-17,C266,14995,23,4.943101090271682,Express,En ligne,Allemagne
V0679,P007,3,2021-06-20,C281,6597,4,4.612408050003552,Express,En ligne,Chine
V0680,P1301,5,2021-12-09,C510,4995,7,1.0837201183110876,Express,En ligne,France
V0681,P1516,2,2021-11-20,C743,798,29,1.39214350763493,Express,Magasin,France
V0682,P1921,3,2021-02-04,C516,2997,11,2.749960781529481,Express,Magasin,USA
V0683,P1632,3,2021-04-26,C816,3297,17,4.976054348604459,Express,En ligne,Chine
V0684,P167,4,2021-09-17,C529,8796,30,1.6832227017555814,Standard,Revendeur,France
V0685,P205,3,2021-10-25,C107,1947,23,1.6125522572605089,Standard,Magasin,Allemagne
V0686,P1496,1,2021-04-07,C529,399,10,3.2763058284251874,Standard,En ligne,Corée
V0687,P193,2,2021-10-23,C574,5998,4,4.212924643401411,Express,Magasin,USA
V0688,P1892,5,2021-07-26,C282,5495,18,3.649347763381406,Standard,En ligne,Corée
V0689,P1945,2,2021-02-22,C224,1298,8,2.043386882311297,Express,En ligne,Allemagne
V0690,P520,3,2021-01-17,C186,5997,9,1.4288352996791063,Standard,En ligne,Chine
V0691,P933,3,2021-08-28,C327,8997,6,4.491938798207779,Standard,Magasin,Corée
V0692,P1714,2,2021-07-04,C383,398,27,3.7081109860979407,Express,Magasin,Corée
V0693,P793,4,2021-08-19,C789,11996,17,4.34888139867712,Express,Magasin,France
V0694,P596,2,2021-03-27,C784,798,1,2.1135088818035275,Standard,En ligne,Chine
V0695,P1612,5,2021-01-23,C812,5495,4,2.1477396699826095,Standard,Revendeur,Corée
V0696,P1340,5,2021-08-20,C880,9995,3,2.042021767501852,Express,Revendeur,USA
V0697,P427,3,2021-09-28,C680,6597,12,3.6602918494740844,Standard,Magasin,Chine
V0698,P1254,2,2021-11-23,C421,398,22,1.7134636148720626,Standard,Magasin,Allemagne
V0699,P1864,3,2021-08-17,C473,597,4,1.4827348679974022,Standard,En ligne,Allemagne
V0700,P1741,1,2021-10-23,C566,999,28,2.8828804950015776,Express,Magasin,USA
V0701,P315,5,2021-05-27,C838,3245,19,3.8575974792842413,Standard,Revendeur,Chine
V0702,P957,5,2021-08-07,C568,10995,3,1.1247213707072157,Express,En ligne,France
V0703,P384,2,2021-07-03,C343,398,8,3.2224096531059723,Standard,Revendeur,Chine
V0704,P032,4,2021-08-24,C472,4396,27,2.1623639713749436,Standard,En ligne,Chine
V0705,P1695,1,2021-09-10,C133,649,8,3.9356424885520496,Standard,Revendeur,USA
V0706,P001,2,2021-02-03,C259,1998,10,1.5666579960312652,Standard,Magasin,Allemagne
V0707,P1997,1,2021-09-03,C947,2199,25,1.2116383646954931,Standard,Revendeur,France
V0708,P188,2,2021-10-23,C832,998,21,2.110370623785151,Standard,Magasin,Chine
V0709,P270,5,2021-08-08,C120,9995,9,2.929155744330319,Standard,Revendeur,USA
V0710,P088,3,2021-09-28,C877,1497,1,4.6753081802806,Express,Revendeur,France
V0711,P1164,2,2021-05-12,C677,398,30,4.791973761929811,Express,Magasin,USA
V0712,P1955,5,2021-07-07,C518,3245,28,3.129452699576683,Express,Magasin,France
V0713,P1000,4,2021-09-05,C804,7996,18,1.063585973995084,Standard,En ligne,USA
V0714,P1364,1,2021-12-07,C429,199,25,1.6939899330648234,Express,En ligne,Corée
V0715,P439,1,2021-08-27,C790,189,16,1.2818978650698778,Express,En ligne,USA
V0716,P398,2,2021-12-05,C848,998,19,1.4027505978653352,Express,Magasin,Allemagne
V0717,P909,5,2021-08-22,C707,945,17,3.455520198188313,Express,En ligne,France
V0718,P1767,5,2021-04-03,C550,10995,29,2.625450296667052,Standard,Revendeur,USA
V0719,P652,4,2021-02-01,C433,4396,8,4.849928801168401,Standard,Revendeur,Chine
V0720,P444,2,2021-10-04,C101,398,9,4.041785331778188,Express,Revendeur,Corée
V0721,P1716,1,2021-09-16,C159,399,3,4.834693649287836,Express,En ligne,Chine
V0722,P1203,1,2021-10-02,C156,2999,21,1.067472703933162,Standard,Magasin,USA
V0723,P1272,3,2021-02-20,C465,3297,7,4.9012965871286,Express,Magasin,Corée
V0724,P147,2,2021-12-21,C378,4398,2,2.547791905079033,Express,En ligne,Chine
V0725,P1261,2,2021-02-22,C373,1998,5,3.60645936008609,Standard,Magasin,Chine
V0726,P1450,5,2021-01-25,C579,9995,27,4.354696109861218,Standard,Magasin,France
V0727,P836,2,2021-03-24,C269,798,14,4.400119068627859,Express,Magasin,Allemagne
V0728,P189,4,2021-07-09,C636,756,24,4.258425112902701,Express,Magasin,USA
V0729,P924,2,2021-09-30,C711,398,4,2.361750474241211,Express,Revendeur,USA
V0730,P1716,5,2021-02-12,C287,1995,23,4.339033127126106,Standard,Revendeur,Corée
V0731,P1389,4,2021-10-21,C902,756,15,4.5749404508837035,Express,Magasin,Corée
V0732,P1486,5,2021-03-08,C398,1995,8,4.031550070842248,Standard,Magasin,France
V0733,P1736,2,2021-12-08,C909,798,23,4.054694230931202,Express,Revendeur,Chine
V0734,P913,2,2021-11-25,C130,5998,24,3.812702022410277,Standard,Revendeur,Corée
V0735,P859,2,2021-07-10,C235,378,20,3.7084228088325264,Standard,En ligne,France
V0736,P249,5,2021-07-04,C531,945,1,3.6528693412856557,Express,En ligne,Allemagne
V0737,P1161,2,2021-02-14,C782,1998,29,1.183909111283035,Express,En ligne,Allemagne
V0738,P1530,2,2021-08-26,C438,3998,18,2.9209768481248073,Express,En ligne,Chine
V0739,P1144,5,2021-05-07,C731,995,20,4.267213169097603,Standard,Revendeur,France
V0740,P1255,3,2021-03-19,C873,1947,22,4.680220772886774,Standard,Revendeur,Allemagne
V0741,P1459,2,2021-12-07,C564,378,26,1.1852680562189426,Standard,Revendeur,France
V0742,P1104,5,2021-04-19,C758,995,18,4.39668129089734,Express,Magasin,USA
V0743,P095,1,2021-07-01,C948,649,25,4.727423932301246,Standard,Magasin,Allemagne
V0744,P1708,3,2021-08-23,C735,1497,7,2.5128823467632633,Standard,Magasin,Corée
V0745,P172,1,2021-11-22,C602,1099,26,2.9819708454998457,Standard,Revendeur,Chine
V0746,P1894,4,2021-06-17,C316,796,3,3.8108360367542153,Express,Revendeur,Chine
V0747,P062,2,2021-10-27,C219,2198,27,4.558668111018108,Standard,Magasin,Chine
V0748,P1114,1,2021-10-25,C862,199,3,3.601790967058052,Standard,Magasin,Corée
V0749,P1435,3,2021-07-28,C431,1947,13,3.5424201893620233,Express,Revendeur,Corée
V0750,P1832,1,2021-03-17,C785,1099,15,4.7659589248677605,Express,En ligne,Chine
V0751,P1933,4,2021-10-25,C287,11996,6,3.819460767302541,Express,Revendeur,Corée
V0752,P138,3,2021-10-06,C104,1497,9,1.5965552558074005,Express,En ligne,Chine
V0753,P058,5,2021-12-03,C659,2495,5,2.37044188398778,Standard,Magasin,Chine
V0754,P1840,4,2021-01-04,C989,7996,28,1.2374745674433227,Standard,Magasin,Chine
V0755,P607,1,2021-04-01,C273,2199,1,3.23102526042481,Standard,En ligne,USA
V0756,P115,5,2021-02-10,C566,3245,28,3.3167137045354407,Express,En ligne,USA
V0757,P260,1,2021-07-18,C104,1999,11,4.120960207959022,Express,Revendeur,Corée
V0758,P1693,5,2021-07-20,C309,14995,11,4.167021586097855,Express,En ligne,USA
V0759,P265,5,2021-04-29,C949,3245,21,4.0020493180722605,Standard,Revendeur,France
V0760,P590,2,2021-10-15,C257,3998,6,2.4579585769328816,Express,Revendeur,Chine
V0761,P286,5,2021-05-15,C853,1995,11,1.3443374639038126,Standard,Magasin,Corée
V0762,P554,3,2021-11-03,C808,597,19,3.1701902349360673,Standard,Revendeur,France
V0763,P469,2,2021-07-15,C671,378,5,2.1883561370203157,Standard,En ligne,Corée
V0764,P743,4,2021-03-06,C258,11996,5,4.471482247033292,Standard,Revendeur,Corée
V0765,P073,1,2021-03-17,C591,2999,5,1.2923262285276285,Express,Revendeur,Allemagne
V0766,P881,1,2021-06-07,C596,999,6,1.7763965240269783,Standard,Revendeur,France
V0767,P1271,2,2021-03-22,C314,1998,3,2.0819091537099466,Express,Revendeur,Allemagne
V0768,P1250,2,2021-03-07,C884,3998,28,1.0137686005352338,Standard,Magasin,Corée
V0769,P1761,2,2021-12-07,C207,1998,29,4.699348840190998,Standard,Revendeur,USA
V0770,P1995,1,2021-08-19,C826,649,11,1.5814113345231782,Standard,Magasin,France
V0771,P1681,2,2021-01-04,C192,1998,6,1.1310880343969494,Express,Magasin,USA
V0772,P594,2,2021-06-28,C319,398,23,4.142493066471016,Express,Revendeur,France
V0773,P250,2,2021-03-29,C137,3998,30,2.3257482730268952,Express,En ligne,Allemagne
V0774,P1483,3,2021-10-06,C853,8997,13,2.3622453053015753,Express,Magasin,Chine
V0775,P1109,3,2021-02-21,C264,567,25,1.8378160190612025,Express,Magasin,Chine
V0776,P1972,4,2021-05-03,C859,4396,29,2.5703434782279144,Express,Revendeur,Corée
V0777,P946,4,2021-02-13,C566,1596,21,2.0835442213760906,Express,En ligne,Chine
V0778,P1670,4,2021-05-06,C741,7996,1,1.6345107628587563,Express,Revendeur,USA
V0779,P1139,5,2021-09-22,C830,945,10,1.1176108924790271,Express,Revendeur,France
V0780,P739,2,2021-12-11,C194,378,19,1.4020572713019939,Standard,En ligne,Corée
V0781,P1573,3,2021-11-06,C310,8997,19,4.374089015682645,Standard,Revendeur,Corée
V0782,P1703,1,2021-04-22,C109,2999,23,3.064179744907641,Standard,Magasin,Corée
V0783,P1655,5,2021-06-14,C266,3245,22,1.877402761046715,Express,Magasin,USA
V0784,P1716,2,2021-02-17,C219,798,17,4.193081669030874,Express,Revendeur,Allemagne
V0785,P848,1,2021-07-12,C603,499,25,1.4853906631007447,Standard,Revendeur,France
V0786,P1096,2,2021-12-09,C363,798,21,3.6831595425563455,Standard,Magasin,Allemagne
V0787,P820,5,2021-10-31,C939,9995,25,3.758902437174764,Express,En ligne,France
V0788,P770,1,2021-06-09,C238,1999,9,3.132937914518506,Standard,En ligne,Chine
V0789,P028,1,2021-10-29,C529,499,4,3.282414126665746,Express,Revendeur,Allemagne
V0790,P633,1,2021-03-18,C549,2999,26,2.5621631190179173,Express,Revendeur,Corée
V0791,P359,4,2021-03-28,C655,756,24,2.014683094112261,Standard,En ligne,USA
V0792,P1700,2,2021-03-20,C342,3998,23,4.143318569725102,Standard,Revendeur,Chine
V0793,P074,2,2021-04-06,C619,398,30,2.4516888947282194,Standard,Revendeur,France
V0794,P258,1,2021-10-27,C976,499,21,3.149298497818444,Express,En ligne,Corée
V0795,P1466,5,2021-07-08,C848,1995,30,4.870720238415984,Express,En ligne,France
V0796,P1925,4,2021-10-22,C517,2596,1,4.643734524644524,Standard,En ligne,USA
V0797,P1207,2,2021-06-23,C356,4398,8,3.6939697386585295,Express,Revendeur,France
V0798,P1634,4,2021-10-09,C674,796,5,3.7756749419949034,Express,En ligne,USA
V0799,P1326,4,2021-12-16,C987,1596,15,2.5705096713904454,Standard,En ligne,Corée
V0800,P308,2,2021-02-04,C911,998,8,1.183329317544782,Standard,Revendeur,USA
V0801,P115,5,2021-11-05,C663,3245,15,2.093542654185295,Standard,Magasin,France
V0802,P074,4,2021-12-21,C893,796,2,3.2319962933437028,Express,Revendeur,Allemagne
V0803,P780,3,2021-05-09,C521,5997,18,4.204855356798358,Express,Magasin,Allemagne
V0804,P065,5,2021-05-10,C671,3245,12,1.092510861727956,Express,Revendeur,Corée
V0805,P417,4,2021-11-27,C398,8796,27,3.0821579820357377,Standard,Revendeur,France
V0806,P248,4,2021-10-23,C420,1996,8,3.550743049671925,Standard,Revendeur,Corée
V0807,P1929,4,2021-06-14,C393,756,1,3.6906224588442167,Standard,En ligne,Chine
V0808,P655,1,2021-12-01,C631,649,7,2.8919038023822448,Express,En ligne,France
V0809,P1811,1,2021-11-14,C773,999,21,2.535129084635092,Standard,Magasin,USA
V0810,P617,1,2021-03-08,C775,2199,16,1.7474192597619567,Standard,Magasin,USA
V0811,P854,5,2021-09-05,C666,995,25,4.123530939941833,Express,Magasin,USA
V0812,P725,4,2021-06-20,C631,2596,19,1.1808574742215807,Standard,Magasin,Chine
V0813,P1551,3,2021-01-09,C108,2997,10,2.427477027987301,Standard,Magasin,USA
V0814,P1173,3,2021-09-17,C137,8997,30,1.409408849626403,Standard,En ligne,USA
V0815,P504,3,2021-09-21,C454,597,8,3.1802988186132617,Standard,Revendeur,Corée
V0816,P479,3,2021-03-04,C944,567,11,4.011822033401253,Express,En ligne,Corée
V0817,P117,3,2021-06-10,C638,6597,1,3.5049835038784067,Standard,Magasin,Allemagne
V0818,P1070,2,2021-02-27,C977,3998,9,4.025891027537632,Express,Magasin,USA
V0819,P1247,3,2021-11-03,C384,6597,16,2.112514674948257,Express,Revendeur,USA
V0820,P939,2,2021-05-22,C566,378,9,2.9718344128423877,Standard,En ligne,France
V0821,P307,2,2021-06-25,C579,4398,18,3.400489682241498,Express,Magasin,Corée
V0822,P679,1,2021-06-22,C320,189,11,4.950412853384951,Standard,Revendeur,Corée
V0823,P864,1,2021-06-30,C443,199,26,4.822204081803134,Express,Magasin,Allemagne
V0824,P079,4,2021-04-20,C177,756,6,2.5967409727356006,Standard,Revendeur,USA
V0825,P281,2,2021-07-04,C316,1998,17,1.8432306889314831,Standard,En ligne,Chine
V0826,P597,5,2021-05-02,C395,10995,17,4.279330213551282,Express,En ligne,France
V0827,P088,3,2021-10-03,C189,1497,19,3.7891163507582784,Express,En ligne,Corée
V0828,P756,5,2021-05-18,C484,1995,20,3.8068728547382436,Express,En ligne,Allemagne
V0829,P1123,2,2021-01-08,C228,5998,27,2.912108999704655,Express,Magasin,Chine
V0830,P602,1,2021-03-10,C495,1099,13,1.6649208521322678,Express,En ligne,USA
V0831,P426,3,2021-06-17,C555,1197,7,4.1778973999409,Standard,En ligne,USA
V0832,P1811,3,2021-06-20,C265,2997,19,1.4561376748125525,Express,En ligne,Allemagne
V0833,P425,5,2021-07-18,C373,3245,27,3.298390839865913,Express,En ligne,USA
V0834,P1713,5,2021-07-08,C314,14995,2,4.629755263834394,Standard,Revendeur,France
V0835,P1140,2,2021-03-12,C427,3998,23,1.147777226563806,Express,Magasin,Corée
V0836,P999,5,2021-08-08,C954,945,18,4.387189432940284,Express,En ligne,USA
V0837,P718,4,2021-09-22,C607,1996,3,4.822235423263615,Standard,Revendeur,Allemagne
V0838,P1145,2,2021-05-08,C812,1298,17,4.796854738144395,Standard,Revendeur,USA
V0839,P1612,1,2021-08-29,C789,1099,27,2.458901856263137,Standard,Magasin,USA
V0840,P698,1,2021-05-10,C537,499,22,3.913757750617061,Express,En ligne,Corée
V0841,P723,3,2021-01-02,C776,8997,1,1.6588304027016743,Standard,En ligne,France
V0842,P280,2,2021-10-20,C167,3998,19,3.3675860542709177,Express,Magasin,Corée
V0843,P397,4,2021-11-21,C870,8796,13,1.754902790114404,Standard,Magasin,Chine
V0844,P602,1,2021-11-25,C259,1099,18,3.4833588462385467,Standard,Magasin,Chine
V0845,P1330,4,2021-08-27,C530,7996,26,4.989314809564711,Express,Revendeur,Allemagne
V0846,P090,1,2021-07-06,C155,1999,27,3.7275776890847063,Express,En ligne,USA
V0847,P819,3,2021-10-21,C461,567,3,3.5863305884187224,Express,Revendeur,USA
V0848,P1920,2,2021-06-08,C362,3998,11,1.500964726494939,Standard,Magasin,Chine
V0849,P431,1,2021-11-16,C120,999,28,2.186583042633605,Standard,En ligne,France
V0850,P1649,3,2021-07-26,C209,567,17,2.7973313857307476,Standard,Revendeur,Chine
V0851,P1064,2,2021-01-20,C645,398,11,4.710774994556973,Standard,Magasin,France
V0852,P246,3,2021-10-02,C186,1197,13,3.5660852818373283,Express,En ligne,Corée
V0853,P127,2,2021-12-20,C173,4398,17,1.517422149616693,Express,En ligne,USA
V0854,P1795,4,2021-01-19,C605,2596,21,1.548327170754363,Standard,En ligne,Allemagne
V0855,P439,4,2021-03-24,C940,756,9,1.560322953407899,Standard,En ligne,USA
V0856,P1425,2,2021-01-07,C739,1298,2,4.556259720269146,Express,Revendeur,Chine
V0857,P1415,4,2021-11-12,C670,2596,21,1.4784846056692964,Express,En ligne,Chine
V0858,P1913,5,2021-11-26,C492,14995,27,2.0383986139288846,Express,En ligne,Chine
V0859,P118,3,2021-04-30,C111,1497,10,4.39825610754551,Standard,Revendeur,France
V0860,P163,2,2021-04-02,C489,5998,15,4.3030894292420845,Standard,Revendeur,USA
V0861,P1627,2,2021-01-06,C385,4398,20,1.763928556325249,Standard,En ligne,USA
V0862,P222,1,2021-12-03,C732,1099,1,3.130189536453169,Standard,Magasin,France
V0863,P338,2,2021-03-11,C265,998,11,4.0215549911049555,Express,En ligne,Allemagne
V0864,P1531,3,2021-06-10,C536,2997,5,1.0399004631742472,Express,Magasin,Allemagne
V0865,P672,5,2021-06-25,C870,5495,16,3.0275125360917454,Express,Magasin,Allemagne
V0866,P783,1,2021-04-06,C675,2999,1,4.485430645212485,Standard,En ligne,USA
V0867,P277,1,2021-12-03,C584,2199,21,3.843582675252834,Standard,Revendeur,Corée
V0868,P1989,2,2021-08-15,C520,378,16,3.486435355158392,Standard,Magasin,Chine
V0869,P1339,5,2021-04-04,C280,945,24,2.9164298962954,Express,Revendeur,USA
V0870,P738,1,2021-04-13,C377,499,17,3.379116383059746,Express,Magasin,Corée
V0871,P1170,1,2021-11-15,C707,1999,18,4.292744491645955,Standard,Revendeur,Chine
V0872,P1153,1,2021-05-25,C463,2999,17,3.0779475033371972,Standard,En ligne,France
V0873,P032,4,2021-11-04,C679,4396,9,2.828444317073316,Express,Magasin,France
V0874,P351,4,2021-01-09,C796,3996,25,2.1335582139606406,Express,Revendeur,USA
V0875,P139,1,2021-02-12,C263,189,2,4.91461755798645,Express,En ligne,Allemagne
V0876,P1026,5,2021-08-29,C170,1995,6,3.1627453250508406,Standard,Revendeur,Chine
V0877,P1109,2,2021-05-01,C714,378,21,2.6054616496070047,Standard,Magasin,USA
V0878,P417,4,2021-04-25,C885,8796,29,4.027225522735797,Standard,En ligne,USA
V0879,P1267,1,2021-11-24,C153,2199,7,2.3696605484927042,Express,Revendeur,USA
V0880,P1768,5,2021-07-03,C594,2495,26,1.5483853676979624,Standard,En ligne,France
V0881,P846,5,2021-01-19,C869,1995,13,4.19026101507653,Standard,Revendeur,Chine
V0882,P905,1,2021-02-08,C951,649,3,2.214221014869192,Express,Magasin,Corée
V0883,P1466,2,2021-06-25,C110,798,18,1.2091090581154509,Express,Revendeur,Allemagne
V0884,P059,1,2021-04-15,C163,189,26,4.263624781587888,Express,Revendeur,USA
V0885,P290,1,2021-05-16,C499,1999,30,1.8469525575692125,Express,En ligne,Allemagne
V0886,P732,1,2021-11-28,C612,1099,15,4.256260740902887,Standard,En ligne,Corée
V0887,P309,2,2021-07-23,C519,378,17,1.6690345992966504,Express,Revendeur,Corée
V0888,P2000,5,2021-06-28,C595,9995,26,2.434043527311464,Standard,En ligne,France
V0889,P1561,2,2021-11-30,C423,1998,27,1.9994014823910264,Standard,Magasin,USA
V0890,P1213,3,2021-06-20,C947,8997,4,2.426005523334228,Express,Magasin,Corée
V0891,P765,5,2021-05-22,C484,3245,2,4.366861319099147,Express,Magasin,Chine
V0892,P1640,2,2021-01-21,C841,3998,14,1.9579678534366263,Express,Revendeur,Corée
V0893,P1291,3,2021-07-10,C295,2997,27,4.405314623414153,Standard,Magasin,Allemagne
V0894,P274,1,2021-02-17,C710,199,18,4.804712129201427,Standard,En ligne,Chine
V0895,P1348,1,2021-04-13,C629,499,25,2.442935099200614,Standard,Revendeur,Chine
V0896,P1688,1,2021-04-23,C158,499,3,2.923632952502459,Express,En ligne,Allemagne
V0897,P080,2,2021-03-01,C169,3998,20,3.2812018568481967,Standard,Magasin,France
V0898,P296,3,2021-12-02,C306,1197,14,2.990242461132695,Standard,Revendeur,Corée
V0899,P1170,1,2021-06-17,C480,1999,21,1.6968864153611385,Express,En ligne,France
V0900,P1415,5,2021-01-12,C353,3245,28,1.939240446907708,Standard,Magasin,France
V0901,P1404,2,2021-04-26,C705,398,13,2.385021047890919,Standard,En ligne,Allemagne
V0902,P1190,2,2021-11-08,C258,3998,4,4.779794996132444,Express,En ligne,Corée
V0903,P1214,5,2021-08-01,C845,995,19,1.5375137569316069,Standard,Revendeur,Chine
V0904,P1224,4,2021-01-25,C235,796,13,3.178830443717212,Express,Revendeur,France
V0905,P1803,3,2021-04-04,C328,8997,25,2.1201259314512364,Express,En ligne,France
V0906,P918,2,2021-04-01,C804,998,5,4.407192314890844,Standard,Revendeur,Chine
V0907,P1051,1,2021-12-30,C149,999,6,4.405100848832505,Express,Magasin,USA
V0908,P1788,4,2021-05-20,C492,1996,4,4.41117561057617,Standard,Magasin,France
V0909,P911,4,2021-04-07,C302,3996,20,3.1502222064782104,Express,Revendeur,France
V0910,P045,5,2021-09-03,C521,3245,7,1.4222085285662427,Standard,Revendeur,Corée
V0911,P1384,2,2021-02-24,C744,398,12,2.836041163295161,Express,Magasin,Corée
V0912,P1260,3,2021-08-21,C307,5997,27,4.01793887904822,Express,En ligne,Allemagne
V0913,P1178,2,2021-11-12,C394,998,20,3.216977625391915,Express,Revendeur,Chine
V0914,P027,3,2021-07-26,C741,6597,19,4.485306453466758,Express,Magasin,Corée
V0915,P1528,4,2021-09-25,C359,1996,26,3.9612802355318135,Express,Revendeur,Allemagne
V0916,P1062,3,2021-12-13,C919,3297,14,3.560863786141708,Express,Revendeur,USA
V0917,P1316,4,2021-10-20,C897,1596,18,4.998179875742524,Standard,Magasin,Allemagne
V0918,P541,3,2021-03-30,C163,2997,30,1.1249522923045197,Standard,Magasin,USA
V0919,P418,2,2021-05-26,C123,998,15,3.1245487152881974,Express,Revendeur,USA
